title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON Woody plant survey data: ACCE DTP analytical subset,"Structure measurements of individual woody and non-woody plants, mapped positions of qualifying woody and non-woody plants, and metadata required to draw inference from individual measurements at the plot scale.",01/05/2020,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","vegetation
trees
production
canopy height
annual net primary productivity (ANPP)
saplings
biomass
productivity
plants
woody plants
net primary productivity (NPP)
shrubs
lianas
vst
vegetation structure
plant productivity
carbon cycle
tree height
biodiversity",CC-BY,National Foundation for Science,NEON Domain Areas D01:D09,47.16582,-66.92463,17.95570,-99.1107,NA,2015-05-18,2018-11-16
